"VABC Liquor and Wines Price List Effective Date: April 01, 2017 - June 30, 2017",,,,,,
Description,Code,Brand,Size,Age,Proof,Price
SPECIALTY BOTTLES (IMPORTED),3957,Russian Standard Vodka W/ 2 Shot Glasses,750ml,,80,$18.39 
SPECIALTY BOTTLES (IMPORTED),3408,Sapphire East With Tonic,750ml,,84,$22.99 
SPECIALTY BOTTLES (IMPORTED),3685,Sauza Blanco W/ Margarita Mix,750ml,,80,$14.99 
SPECIALTY BOTTLES (IMPORTED),3544,Sauza Blue Silver With Margarita Mix,750ml,,34,$18.99 
SPECIALTY BOTTLES (IMPORTED),3686,Sauza Gold W/Margarita Mix,750ml,,80,$14.99 
SPECIALTY BOTTLES (IMPORTED),421,Speyburn Bradan Orach W/2 Glasses,750ml,,86,$21.99 
SPECIALTY BOTTLES (IMPORTED),3891,St. Germain With Carafe,750ml,,40,$37.99 
SPECIALTY BOTTLES (IMPORTED),633,Stolichnaya Mini Bar Variety Pack,250ml,,75,$8.99 
SPECIALTY BOTTLES (IMPORTED),101,Stolichnaya Premium Vodka Holiday VAP 2016,750ml,,80,$19.99 
SPECIALTY BOTTLES (IMPORTED),4067,Stolichnaya Premium Vodka Lemonade VAP,750ml,,80,$19.99 
SPECIALTY BOTTLES (IMPORTED),305,Stolichnaya Premium Vodka With Bloody Mary Mix,1.75L,,80,$39.99 
SPECIALTY BOTTLES (IMPORTED),764,Talisker Family Pack,200ml,,91.6,$114.99 
SPECIALTY BOTTLES (IMPORTED),2504,Tarantula Azul Co-Pack,750ml,,70,$19.99 
SPECIALTY BOTTLES (IMPORTED),3715,Tarantula Azul Paloma Gift Set,750ml,,70,$19.99 
SPECIALTY BOTTLES (IMPORTED),664,The Bitter Truth Travelers Kit,100ml,,88,$20.19 
SPECIALTY BOTTLES (IMPORTED),3711,Three Olives Vodka 1.75L W/Cholula 5oz,1.75L,,80,$27.39 
SPECIALTY BOTTLES (IMPORTED),4033,Three Olives Vodka W/ Speaker Pack,750ml,,70,$17.99 
SPECIALTY BOTTLES (IMPORTED),4153,Three Olives Vodka With Flask,750ml,,80,$17.99 
SPECIALTY BOTTLES (IMPORTED),3908,Tres Agaves Blanco W/Margarita Mix Organic,750ml,,80,$29.99 
SPECIALTY BOTTLES (IMPORTED),601,Twisted Shotz Summer Party Pack,375ml,,40,$18.39 
SPECIALTY BOTTLES (IMPORTED),3977,Twisted Shotz Tailgate Variety Pack,375ml,,45,$18.39 
SPECIALTY BOTTLES (IMPORTED),3273,Zaya Rum With 2 Rocks Glasses,750ml,12YR,80,$35.99 
TEQUILA,89092,   Casta Pasion Extra Anejo Worm,750ml,,80,$74.99 
TEQUILA,64933,1800 Coconut Tequila,750ml,,80,$29.99 
TEQUILA,64929,1800 Coconut Tequila,1.75L,,70,$36.99 
TEQUILA,87511,1800 Silver Tequila,1L,,80,$34.99 
TEQUILA,87509,1800 Silver Tequila,375ml,,80,$17.99 
TEQUILA,87510,1800 Silver Tequila,750ml,,80,$29.99 
TEQUILA,87513,1800 Silver Tequila,1.75L,,80,$36.99 
TEQUILA,89230,1800 Tequila Anejo,750ml,,80,$35.99 
TEQUILA,89204,1800 Tequila Reposado,375ml,,80,$17.99 
TEQUILA,89206,1800 Tequila Reposado,750ml,,80,$29.99 
TEQUILA,89207,1800 Tequila Reposado,1L,,80,$34.99 
TEQUILA,89201,1800 Tequila Reposado,50ml,,80,$3.99 
TEQUILA,89208,1800 Tequila Reposado,1.75L,,80,$36.99 
TEQUILA,88897,Agavales Gold Tequila,1L,,80,$20.19 
TEQUILA,88884,Apocalypto Tequila Reposado,50ml,,80,$6.99 
TEQUILA,89067,Aristocrat Gold Tequila,1L,,80,$12.59 
TEQUILA,89068,Aristocrat Gold Tequila,1.75L,,80,$23.49 
TEQUILA,87126,Aristocrat White Tequila,750ml,,80,$10.20 
TEQUILA,87127,Aristocrat White Tequila,1L,,80,$12.59 
TEQUILA,87128,Aristocrat White Tequila,1.75L,,80,$23.49 
TEQUILA,87130,Arta Silver Tequila,50ml,,80,$5.69 
TEQUILA,87150,Avion Silver Tequila,750ml,,80,$49.99 
TEQUILA,87152,Avion Silver Tequila,375ml,,80,$21.99 
TEQUILA,89029,Avion Tequila Anejo,750ml,,80,$59.99 
TEQUILA,89136,Cabo Wabo Tequila Anejo,750ml,,80,$44.99 
TEQUILA,87250,Cabo Wabo Tequila Blanco,750ml,,80,$34.99 
TEQUILA,89139,Cabo Wabo Tequila Reposado,750ml,,80,$39.99 
TEQUILA,89150,Cabrito Reposado Tequila,750ml,,80,$21.99 
TEQUILA,89523,Cabrito Reposado Tequila,50ml,,80,$1.99 
TEQUILA,87643,Camarena Silver Tequila,750ml,,80,$19.99 
TEQUILA,89533,Camarena Tequila Reposado,750ml,,80,$19.99 
TEQUILA,64649,Carlos Murphy Cinnamon Spiced Tequila,750ml,,70,$22.10 
TEQUILA,87266,Casa Noble Crystal Tequila,750ml,,80,$39.99 
TEQUILA,88831,Casamigos Anejo,50ml,,80,$3.99 
TEQUILA,88833,Casamigos Tequila Anejo,750ml,,80,$61.89 
TEQUILA,87281,Casamigos Tequila Blanco,50ml,,80,$2.99 
TEQUILA,87280,Casamigos Tequila Blanco,750ml,,80,$51.99 
TEQUILA,89177,Casamigos Tequila Reposado,750ml,,80,$55.99 
TEQUILA,88829,Casamigos Tequila Reposado,50ml,,80,$3.49 
TEQUILA,89091,Casta Pasion Anejo Worm,750ml,,80,$69.99 
TEQUILA,89090,Casta Pasion Reposado Worm,750ml,,80,$59.99 
TEQUILA,87306,Cazadores Tequila Blanco,750ml,,80,$26.99 
TEQUILA,89121,Cazadores Tequila Reposado,750ml,,80,$29.99 
TEQUILA,89123,Cazadores Tequila Reposado,1.75L,,80,$39.99 
TEQUILA,87328,Chamucos Tequila Blanco,750ml,,80,$49.99 
TEQUILA,88875,Corazon Expressiones Buffalo Trace Reposado,750ml,,80,$69.99 
TEQUILA,87388,Corazon Expressiones Tequila Blanco,750ml,,80,$58.29 
TEQUILA,87380,Corazon Tequila Blanco,750ml,,80,$24.99 
TEQUILA,89242,Corralejo Tequila Reposado,750ml,,0,$33.99 
TEQUILA,87392,Creyente Tequila Mezcal,750ml,,80,$49.99 
TEQUILA,89463,Degollado Gold Tequila,1L,,80,$17.69 
TEQUILA,89327,Del Maguey Crema De Mezcal,750ml,,80,$39.99 
TEQUILA,89221,Del Maguey Vida Mezcal,750ml,,84,$39.99 
TEQUILA,89300,DeLeon Anejo Tequila,750ml,,80,$69.99 
TEQUILA,87450,Deleon Diamante,750ml,,80,$149.99 
TEQUILA,87448,Deleon Platinum Tequila,750ml,,80,$34.99 
TEQUILA,89200,Don Julio 1942 70th Anniversary Tequila,750ml,,80,$67.99 
TEQUILA,89175,Don Julio Tequila Anejo,750ml,,80,$64.99 
TEQUILA,87485,Don Julio Tequila Blanco,750ml,,80,$54.99 
TEQUILA,89154,Don Julio Tequila Reposado,750ml,,80,$59.99 
TEQUILA,87516,El Charro Tequila Silver,750ml,,80,$16.99 
TEQUILA,89278,El Jimador Reposado Tequila,750ml,,80,$22.99 
TEQUILA,89274,El Jimador Tequila Anejo,750ml,,80,$27.99 
TEQUILA,87588,El Jimador Tequila Blanco,1.75L,,80,$39.99 
TEQUILA,87586,El Jimador Tequila Blanco,750ml,,80,$22.99 
TEQUILA,87596,El Mayor Tequila Blanco,750ml,,80,$28.99 
TEQUILA,89184,El Mayor Tequila Extra Anejo,750ml,,40,$102.99 
TEQUILA,89182,El Mayor Tequila Reposado,750ml,,80,$29.89 
TEQUILA,88996,El Silencio Espadin Mezcal,750ml,,86,$39.99 
TEQUILA,89012,El Toro Gold Tequila,750ml,,80,$9.99 
TEQUILA,87608,El Toro Silver,750ml,,80,$9.99 
TEQUILA,89519,Espolon Tequila Anejo,750ml,,80,$34.99 
TEQUILA,87619,Espolon Tequila Blanco,750ml,,80,$27.99 
TEQUILA,89699,Espolon Tequila Extra Anejo,750ml,,82,$99.99 
TEQUILA,89286,Espolon Tequila Reposado,750ml,,80,$27.99 
TEQUILA,64967,Exodo Peach Tequila,750ml,,80,$51.30 
TEQUILA,88729,Expressiones Anejo Thomas Handy,750ml,,80,$79.99 
TEQUILA,88865,Expressiones Corazon O R Van Winkle Anejo,750ml,,80,$79.99 
TEQUILA,73956,Gas Monkey Tequila,750ml,,80,$29.99 
TEQUILA,3655,Herradura Blanco Silver Tequlia,750ml,,80,$42.99 
TEQUILA,3656,Herradura Tequila Anejo,750ml,,80,$49.99 
TEQUILA,3657,Herradura Tequila Reposado,750ml,,80,$45.99 
TEQUILA,88841,Hornito's Black Barrel Tequila,750ml,,80,$25.99 
TEQUILA,88540,Hornito's Lime Shot Tequila,750ml,,70,$22.99 
TEQUILA,4044,Hornitos Reposado Tequila W/ Shot Glasses,750ml,,80,$22.99 
TEQUILA,65238,Hornito's Spiced Honey Tequila,750ml,,70,$24.99 
TEQUILA,89343,Hussong's Tequila Reposado,750ml,,80,$41.99 
TEQUILA,64615,Jose Cuervo Cinge Cinnamon Tequila,750ml,,70,$19.99 
TEQUILA,89191,Jose Cuervo Especial Gold Tequila,50ml,,80,$2.49 
TEQUILA,89193,Jose Cuervo Especial Gold Tequila,200ml,,80,$8.99 
TEQUILA,89197,Jose Cuervo Especial Gold Tequila,1L,,80,$28.99 
TEQUILA,89198,Jose Cuervo Especial Gold Tequila,1.75L,,80,$39.99 
TEQUILA,89199,Jose Cuervo Especial Gold Tequila,375ml,,80,$12.99 
TEQUILA,89196,Jose Cuervo Especial Gold Tequila,750ml,,80,$17.99 
TEQUILA,87403,Jose Cuervo Especial Silver Tequila,375ml,,80,$12.99 
TEQUILA,87409,Jose Cuervo Especial Silver Tequila,1L,,80,$28.99 
TEQUILA,87410,Jose Cuervo Especial Silver Tequila,1.75L,,80,$39.99 
TEQUILA,87408,Jose Cuervo Especial Silver Tequila,750ml,,80,$17.99 
TEQUILA,87413,Jose Cuervo Silver Rolling Stones Special Edition,750ml,,80,$19.99 
TEQUILA,87412,Jose Cuervo Silver Tequila Limited Edition,750ml,,40,$19.99 
TEQUILA,89215,Jose Cuervo Tradicional Tequila,750ml,,80,$25.99 
TEQUILA,89387,Juarez Gold Tequila,1L,,80,$12.99 
TEQUILA,75087,Juarez Gold Tequila,1L,,80,$8.99 
TEQUILA,87937,Juarez Silver Tequila,1L,,80,$12.99 
TEQUILA,88007,Los Amantes Joven Mezcal,750ml,,40,$59.99 
TEQUILA,89473,Los Amantes Tequila Reposado,750ml,,80,$69.99 
TEQUILA,88015,Lunazul Blanco Tequila,1.75L,,80,$35.99 
TEQUILA,88014,Lunazul Blanco Tequila,1L,,80,$21.99 
TEQUILA,89662,Lunazul Double Barrel Reposado,750ml,,80,$39.99 
TEQUILA,88696,Lunazul Double Barrel Resposado 2016,750ml,,90,$39.99 
TEQUILA,89495,Lunazul Primero,750ml,,80,$29.99 
TEQUILA,89467,Lunazul Reposado Tequila,1L,,80,$23.99 
TEQUILA,89470,Lunazul Reposado Tequila,1.75L,,80,$32.99 
TEQUILA,89475,Lunazul Tequila Anejo,750ml,,80,$24.99 
TEQUILA,88018,Lunazul Tequila Blanco,750ml,,80,$19.99 
TEQUILA,89468,Lunazul Tequila Reposado,750ml,,80,$19.99 
TEQUILA,89488,Maestro Dobel Diamond Tequila,750ml,,80,$49.99 
TEQUILA,89496,Margaritaville Gold Tequila,750ml,,80,$14.99 
TEQUILA,89498,Margaritaville Gold Tequila,1.75L,,80,$23.99 
TEQUILA,89497,Margaritaville Gold Tequila,1L,,80,$17.99 
TEQUILA,88036,Margaritaville Silver Tequila,750ml,,80,$14.99 
TEQUILA,87086,Mezcal Amaras Espadin,750ml,,82,$53.49 
TEQUILA,89596,Mi Cosecha Gold Tequila,1.75L,,80,$30.39 
TEQUILA,89590,Milagro Select Barrel Reserve Reposado Tequila,750ml,,80,$59.99 
TEQUILA,88120,Milagro Select Barrel Reserve Silver Tequila,750ml,,80,$54.99 
TEQUILA,88116,Milagro Silver Tequila,750ml,,80,$33.99 
TEQUILA,88118,Milagro Silver Tequila,1.75L,,80,$59.99 
TEQUILA,89583,Milagro Tequila Reposado,750ml,,80,$36.99 
TEQUILA,89566,Monte Alban Mezcal,750ml,,80,$22.99 
TEQUILA,76227,Montezuma Blue,1L,,80,$8.79 
TEQUILA,89578,Montezuma Gold Tequila,1.75L,,80,$24.99 
TEQUILA,89577,Montezuma Gold Tequila,1L,,80,$13.99 
TEQUILA,88147,Montezuma White Tequila,1L,,80,$13.99 
TEQUILA,88148,Montezuma White Tequila,1.75L,,80,$24.99 
TEQUILA,88186,Olmeca Altos Plata,750ml,,80,$24.99 
TEQUILA,89644,Patron Anejo,375ml,,80,$33.99 
TEQUILA,89646,Patron Anejo,750ml,,80,$61.99 
TEQUILA,89641,Patron Anejo,50ml,,80,$7.95 
TEQUILA,89643,Patron Extra Anjeo 7yr,750ml,7YR,80,$324.99 
TEQUILA,89624,Patron Reposado,375ml,,80,$29.99 
TEQUILA,89626,Patron Reposado,750ml,,80,$56.99 
TEQUILA,88294,Patron Silver,375ml,,80,$25.99 
TEQUILA,88296,Patron Silver,750ml,,80,$51.99 
TEQUILA,88290,Patron Silver,200ml,,80,$18.99 
TEQUILA,88291,Patron Silver,50ml,,80,$6.99 
TEQUILA,88298,Patron Silver Tequila,1.75L,,80,$104.99 
TEQUILA,88314,Pepe Lopez,375ml,,80,$7.99 
TEQUILA,88316,Pepe Lopez,750ml,,80,$12.99 
TEQUILA,88317,Pepe Lopez,1L,,80,$15.99 
TEQUILA,89666,Pepe Lopez Premium Gold Tequila,750ml,,80,$12.99 
TEQUILA,89667,Pepe Lopez Premium Gold Tequila,1L,,80,$15.99 
TEQUILA,89668,Pepe Lopez Premium Gold Tequila,1.75L,,80,$27.99 
TEQUILA,88406,Roca Patron Silver,750ml,,90,$71.99 
TEQUILA,88152,Sauza 901 Silver,750ml,,80,$29.99 
TEQUILA,89617,Sauza Anos 100 Reposado,750ml,,80,$20.99 
TEQUILA,88536,Sauza Blue Silver,750ml,,80,$18.99 
TEQUILA,89796,Sauza Conmemorativo,750ml,,80,$24.90 
TEQUILA,89797,Sauza Conmemorativo,1L,,80,$31.99 
TEQUILA,89787,Sauza Extra Gold,1L,,80,$24.99 
TEQUILA,89788,Sauza Extra Gold,1.75L,,80,$31.99 
TEQUILA,89786,Sauza Extra Gold,750ml,,80,$14.99 
TEQUILA,89808,Sauza Giro Gold,1L,,80,$12.99 
TEQUILA,89837,Sauza Hornitos,1L,,80,$29.99 
TEQUILA,88548,Sauza Hornitos Plata,750ml,,80,$22.99 
TEQUILA,89838,Sauza Hornitos Reposado,1.75L,,80,$34.99 
TEQUILA,89836,Sauza Hornitos Reposado,750ml,,80,$22.99 
TEQUILA,88557,Sauza Silver Tequila,1L,,80,$22.99 
TEQUILA,88558,Sauza Silver Tequila,1.75L,,80,$31.99 
TEQUILA,88556,Sauza Silver Tequila,750ml,,80,$14.99 
TEQUILA,89846,Sauza Tres Generaciones Anejo,750ml,,80,$44.99 
TEQUILA,88566,Sauza Tres Generaciones Plata,750ml,,80,$39.99 
TEQUILA,67018,Sx Chachacha Reposado Lemon & Honey Tequila,750ml,,70,$40.99 
TEQUILA,67069,Tanteo Jalapeno Tequila,50ml,,80,$2.89 
TEQUILA,67032,Tanteo Jalapeno Tequila,750ml,,80,$37.99 
TEQUILA,77482,Tarantula Azul,750ml,,70,$19.99 
TEQUILA,77485,Tarantula Azul,50ml,,70,$1.29 
TEQUILA,77773,Tijuana Sweet Heat,750ml,,70,$17.99 
TEQUILA,77772,Tijuana Sweet Heat,50ml,,70,$0.99 
TEQUILA,89887,Torada Tequila Gold,1L,,80,$12.49 
TEQUILA,77487,Tortilla Gold Tequila,1L,,80,$8.79 
TEQUILA,77488,Tortilla Gold Tequila,1.75L,,80,$20.99 
TEQUILA,89885,Tres Agaves Anejo,750ml,,80,$44.99 
TEQUILA,88780,Tres Agaves Blanco,750ml,,80,$29.99 
TEQUILA,89889,Tres Agaves Reposado,750ml,,80,$38.99 
TEQUILA,88797,Two Fingers -  White,1L,,80,$15.99 
TEQUILA,89946,Two Fingers - Gold,750ml,,80,$14.99 
TEQUILA,88796,Two Fingers - White,750ml,,80,$14.99 
TEQUILA,88798,Two Fingers - White,1.75L,,80,$24.99 
TEQUILA,88858,Wild Shot Silver Tequila,750ml,,43,$48.99 
VODKA (DOMESTIC),38170,360 Vodka,1.75L,,80,$24.99 
VODKA (DOMESTIC),218,Absolut Shandy Vodka,750ml,,80,$19.99 
VODKA (DOMESTIC),37610,American Revolution Vodka,750ml,,80,$23.10 
VODKA (DOMESTIC),35075,Aristocrat Carry Pack,750ml,,80,$6.99 
VODKA (DOMESTIC),35073,Aristocrat Vodka,200ml,,80,$2.79 
VODKA (DOMESTIC),35074,Aristocrat Vodka,375ml,,80,$3.99 
VODKA (DOMESTIC),35076,Aristocrat Vodka,750ml,,80,$6.99 
VODKA (DOMESTIC),35077,Aristocrat Vodka,1L,,80,$7.49 
VODKA (DOMESTIC),35078,Aristocrat Vodka,1.75L,,80,$12.69 
VODKA (DOMESTIC),39046,Aristocrat Vodka 100 Proof,750ml,,100,$8.99 
VODKA (DOMESTIC),39048,Aristocrat Vodka 100 Proof,1.75L,,100,$19.99 
VODKA (DOMESTIC),36231,Beach Vodka,750ml,,80,$24.99 
VODKA (DOMESTIC),36300,Belle Vodka,1L,,80,$22.99 
VODKA (DOMESTIC),37702,Beringei Vodka,750ml,,80,$29.89 
VODKA (DOMESTIC),40088,Bowman's Light Vodka,1.75L,,53,$11.99 
VODKA (DOMESTIC),35401,Bowman's Virginia Vodka,50ml,,80,$1.29 
VODKA (DOMESTIC),35404,Bowman's Virginia Vodka,375ml,,80,$3.89 
VODKA (DOMESTIC),35405,Bowman's Virginia Vodka,750ml,,80,$6.79 
VODKA (DOMESTIC),35406,Bowman's Virginia Vodka,750ml,,80,$6.79 
VODKA (DOMESTIC),35407,Bowman's Virginia Vodka,1L,,80,$7.99 
VODKA (DOMESTIC),35408,Bowman's Virginia Vodka,1.75L,,80,$12.99 
VODKA (DOMESTIC),35859,Boyd And Blair Vodka,750ml,,80,$35.39 
VODKA (DOMESTIC),35414,Burnett's Vodka,375ml,,80,$4.99 
VODKA (DOMESTIC),35416,Burnett's Vodka,750ml,,80,$7.99 
VODKA (DOMESTIC),35418,Burnett's Vodka,1.75L,,80,$15.99 
VODKA (DOMESTIC),35417,Burnett's Vodka,1L,,80,$8.99 
VODKA (DOMESTIC),39176,Burnett's Vodka 100 Proof,750ml,,100,$9.99 
VODKA (DOMESTIC),39175,Burnett's Vodka 100 Proof,1.75L,,100,$20.99 
VODKA (DOMESTIC),35410,Burnett's Vodka Carry Pack,750ml,,80,$7.99 
VODKA (DOMESTIC),36294,Cirrus Vodka,1.75L,,80,$49.99 
VODKA (DOMESTIC),35526,Cirrus Vodka,750ml,,80,$27.99 
VODKA (DOMESTIC),36122,Deep Eddy Vodka,750ml,,80,$18.99 
VODKA (DOMESTIC),35734,Deep Run Vodka,750ml,,80,$27.99 
VODKA (DOMESTIC),39763,Dr. Stoner's Fresh Herb Vodka,750ml,,84,$29.99 
VODKA (DOMESTIC),35948,Fleischmann's Royal Vodka,1.75L,,80,$12.99 
VODKA (DOMESTIC),36094,Gilbey's Vodka,375ml,,80,$4.99 
VODKA (DOMESTIC),36097,Gilbey's Vodka,1L,,80,$9.99 
VODKA (DOMESTIC),36108,Gilbey's Vodka,1.75L,,80,$16.99 
VODKA (DOMESTIC),36116,Gilbey's Vodka (traveler),750ml,,80,$7.99 
VODKA (DOMESTIC),36186,Gordon's Vodka 80 Proof,750ml,,80,$9.99 
VODKA (DOMESTIC),36187,Gordon's Vodka 80 Proof,1L,,80,$14.99 
VODKA (DOMESTIC),36188,Gordon's Vodka 80 Proof,1.75L,,80,$18.99 
VODKA (DOMESTIC),36184,Gordon's Vodka 80 Proof (plastic),375ml,,80,$6.99 
VODKA (DOMESTIC),36261,Hangar One Vodka,750ml,,80,$29.99 
VODKA (DOMESTIC),36590,Kopper Kettle Vodka,750ml,,80,$20.19 
VODKA (DOMESTIC),36942,Murlarkey Divine Clarity Vodka,750ml,,80,$21.99 
VODKA (DOMESTIC),36969,New Amsterdam Vodka,750ml,,80,$12.99 
VODKA (DOMESTIC),36971,New Amsterdam Vodka,1.75L,,80,$19.99 
VODKA (DOMESTIC),36977,Nikolai Vodka,1L,,80,$7.39 
VODKA (DOMESTIC),36978,Nikolai Vodka,1.75L,,80,$12.99 
VODKA (DOMESTIC),37040,Ocean Vodka,750ml,,80,$29.99 
VODKA (DOMESTIC),37041,Ocean Vodka,50ml,,40,$4.99 
VODKA (DOMESTIC),37051,Odesse Vodka,50ml,,80,$0.99 
VODKA (DOMESTIC),37054,Odesse Vodka,375ml,,80,$3.79 
VODKA (DOMESTIC),37058,Odesse Vodka,1.75L,,80,$12.49 
VODKA (DOMESTIC),38084,Platinum 7x Vodka,375ml,,80,$4.99 
VODKA (DOMESTIC),38087,Platinum Vodka,1L,,80,$11.99 
VODKA (DOMESTIC),38088,Platinum Vodka,1.75L,,80,$18.99 
VODKA (DOMESTIC),38085,Platinum Vodka (plastic),750ml,,80,$9.99 
VODKA (DOMESTIC),37418,Popov Vodka,1.75L,,80,$13.99 
VODKA (DOMESTIC),37414,Popov Vodka (plastic),375ml,,80,$4.99 
VODKA (DOMESTIC),37526,Prairie Organic Vodka,750ml,,80,$22.99 
VODKA (DOMESTIC),37586,Rain Vodka,750ml,,80,$15.99 
VODKA (DOMESTIC),37588,Rain Vodka,1.75L,,80,$24.99 
VODKA (DOMESTIC),37582,Rain Vodka,50ml,,80,$1.29 
VODKA (DOMESTIC),37587,Rain Vodka,1L,,80,$19.99 
VODKA (DOMESTIC),37601,Relska Vodka,1L,,80,$8.99 
VODKA (DOMESTIC),37889,Seagram's Extra Smooth Vodka,375ml,,80,$7.99 
VODKA (DOMESTIC),37886,Seagram's Extra Smooth Vodka,750ml,,80,$12.99 
VODKA (DOMESTIC),37888,Seagram's Extra Smooth Vodka,1.75L,,80,$18.99 
VODKA (DOMESTIC),40830,Silver Fox Vodka,750ml,,90,$17.59 
VODKA (DOMESTIC),40570,Skinnygirl Bare Naked Vodka,750ml,,60,$19.99 
VODKA (DOMESTIC),37937,Skol Vodka,1L,,80,$6.99 
VODKA (DOMESTIC),37938,Skol Vodka,1.75L,,80,$12.49 
VODKA (DOMESTIC),37935,Skol Vodka (traveler),750ml,,80,$6.79 
VODKA (DOMESTIC),37984,Skyy Vodka,375ml,,80,$10.99 
VODKA (DOMESTIC),37986,Skyy Vodka,750ml,,80,$17.99 
VODKA (DOMESTIC),37987,Skyy Vodka,1L,,80,$19.99 
VODKA (DOMESTIC),37988,Skyy Vodka,1.75L,,80,$27.99 
VODKA (DOMESTIC),37982,Skyy Vodka,50ml,,80,$1.79 
VODKA (DOMESTIC),37996,Smirnoff 80,750ml,,80,$12.99 
VODKA (DOMESTIC),37997,Smirnoff 80,1L,,80,$19.99 
VODKA (DOMESTIC),40927,Smirnoff Silver,1L,,90.4,$21.99 
VODKA (DOMESTIC),40928,Smirnoff Silver,1.75L,,90,$28.99 
VODKA (DOMESTIC),38006,Smirnoff Vodka (traveler),750ml,,80,$12.99 
VODKA (DOMESTIC),39861,Smirnoff Vodka 100 Proof,50ml,,100,$2.29 
VODKA (DOMESTIC),39866,Smirnoff Vodka 100 Proof,750ml,,100,$19.99 
VODKA (DOMESTIC),39868,Smirnoff Vodka 100 Proof,1.75L,,100,$29.99 
VODKA (DOMESTIC),39864,Smirnoff Vodka 100 Proof (plastic),375ml,,100,$11.99 
VODKA (DOMESTIC),37991,Smirnoff Vodka 80 Proof,50ml,,80,$1.49 
VODKA (DOMESTIC),37998,Smirnoff Vodka 80 Proof,1.75L,,80,$19.99 
VODKA (DOMESTIC),37993,Smirnoff Vodka 80 Proof (plastic),200ml,,80,$5.99 
VODKA (DOMESTIC),37994,Smirnoff Vodka 80 Proof (plastic),375ml,,80,$9.99 
VODKA (DOMESTIC),38008,Smirnoff Vodka 80 Proof (plastic),1.75L,,80,$19.99 
VODKA (DOMESTIC),38015,Spirits Of The Blue Ridge Vodka,750ml,,80,$21.99 
VODKA (DOMESTIC),38177,Tito's Handmade Vodka,1L,,80,$26.99 
VODKA (DOMESTIC),38174,Tito's Handmade Vodka,375ml,,80,$12.99 
VODKA (DOMESTIC),38178,Tito's Handmade Vodka,1.75L,,80,$39.99 
VODKA (DOMESTIC),38176,Tito's Handmade Vodka,750ml,,80,$21.99 
VODKA (DOMESTIC),3981,Twenty Grand Gold W/ 100ml Twenty Grand Rose,750ml,,80,$29.89 
VODKA (DOMESTIC),37338,UV Vodka,1.75L,,80,$17.99 
VODKA (DOMESTIC),37336,UV Vodka,750ml,,80,$12.99 
VODKA (DOMESTIC),38424,Virginia Frost Vodka,750ml,,80,$25.79 
VODKA (DOMESTIC),38447,Vladimir,1L,,80,$8.40 
VODKA (DOMESTIC),38448,Vladimir,1.75L,,80,$13.89 
VODKA (DOMESTIC),38628,Wolfschmidt Vodka,1.75L,,80,$15.99 
VODKA (DOMESTIC),38846,Zombie Apocalypse Vodka,750ml,,80,$30.20 
VODKA (IMPORTED),33511,Absolut Nightlife Vodka,750ml,,80,$19.99 
VODKA (IMPORTED),33514,Absolut Nightlife Vodka,1L,,80,$25.99 
VODKA (IMPORTED),34001,Absolut Vodka,50ml,,80,$1.99 
VODKA (IMPORTED),34003,Absolut Vodka,200ml,,80,$8.99 
VODKA (IMPORTED),34004,Absolut Vodka,375ml,,80,$11.99 
VODKA (IMPORTED),34006,Absolut Vodka,750ml,,80,$19.99 
VODKA (IMPORTED),34007,Absolut Vodka,1L,,80,$25.99 
VODKA (IMPORTED),34008,Absolut Vodka,1.75L,,80,$39.99 
VODKA (IMPORTED),34041,Absolut Vodka 100 Proof,750ml,,100,$27.99 
VODKA (IMPORTED),33562,Absolut Vodka Colors,1L,,80,$25.99 
VODKA (IMPORTED),33554,Absolut Warhol Vodka,750ml,,80,$19.99 
VODKA (IMPORTED),33501,Belvedere 007,1L,,80,$39.99 
VODKA (IMPORTED),33502,Belvedere 007,1.75L,,80,$54.99 
VODKA (IMPORTED),34082,Belvedere Intense Vodka,750ml,,100,$34.99 
VODKA (IMPORTED),36517,Belvedere Pure Red John Legend,750ml,,80,$30.99 
VODKA (IMPORTED),34005,Belvedere Pure Red Vodka,1L,,80,$39.99 
VODKA (IMPORTED),34166,Belvedere Pure Red Vodka,750ml,,80,$30.99 
VODKA (IMPORTED),34155,Belvedere Vodka,750ml,,80,$30.99 
VODKA (IMPORTED),34162,Belvedere Vodka,1L,,80,$39.99 
VODKA (IMPORTED),34163,Belvedere Vodka,200ml,,80,$9.99 
VODKA (IMPORTED),34154,Belvedere Vodka,375ml,,80,$14.99 
VODKA (IMPORTED),34158,Belvedere Vodka,1.75L,,80,$54.99 
VODKA (IMPORTED),34159,Belvedere Vodka,50ml,,80,$3.90 
VODKA (IMPORTED),34010,Belvedere Vodka Red  Holiday,1.75L,,80,$54.99 
VODKA (IMPORTED),34180,Boru Vodka,750ml,,80,$9.99 
VODKA (IMPORTED),34244,Chopin Vodka,750ml,,80,$29.99 
VODKA (IMPORTED),34242,Chopin Vodka,1L,,80,$34.99 
VODKA (IMPORTED),34238,Chopin Vodka,1.75L,,80,$44.89 
VODKA (IMPORTED),64914,Ciroc Mango,750ml,,35,$29.99 
VODKA (IMPORTED),33513,Ciroc Ten Vodka,1L,,80,$249.99 
VODKA (IMPORTED),36871,Ciroc Vodka,750ml,,80,$29.99 
VODKA (IMPORTED),36870,Ciroc Vodka,1L,,80,$45.99 
VODKA (IMPORTED),34194,Ciroc Vodka,50ml,,80,$3.99 
